"날짜","종가","시가","고가","저가","거래량","변동 %","RSI(14)","MACD(12,26)","MACD_SIGNAL(9)","MACD_HIST"
"2019- 05- 13","42,650","42,500","43,200","42,350","7.62M","-0.58%","32.5278","-646.1679","-281.0943","-365.0737"
"2019- 05- 10","42,900","42,600","43,450","42,450","13.51M","1.06%","33.7243","-532.7883","-189.8258","-342.9624"
"2019- 05- 09","42,450","43,900","44,250","42,450","22.04M","-4.07%","29.3826","-405.7795","-104.0852","-301.6943"
"2019- 05- 08","44,250","44,300","44,850","44,200","10.04M","-1.34%","38.8310","-191.9497","-28.6617","-163.2881"
"2019- 05- 07","44,850","45,250","45,300","44,400","11.96M","-0.99%","43.1232","-99.5059","12.1604","-111.6663"
"2019- 05- 03","45,300","45,900","46,050","45,300","6.54M","-1.31%","46.7196","-41.1575","40.0769","-81.2344"
"2019- 05- 02","45,900","45,500","46,150","45,400","8.62M","0.11%","52.0991","-11.9032","60.3855","-72.2888"
"2019- 04- 30","45,850","46,000","46,300","45,350","10.16M","-0.65%","51.6685","-35.4820","78.4577","-113.9397"
"2019- 04- 29","46,150","45,150","46,150","45,100","8.48M","2.90%","54.3929","-59.9700","106.9426","-166.9126"
"2019- 04- 26","44,850","44,200","45,000","43,800","9.37M","0.45%","42.1104","-120.8987","148.6708","-269.5695"
"2019- 04- 25","44,650","44,250","45,000","44,100","9.52M","-0.22%","39.7941","-64.5438","216.0632","-280.6070"
"2019- 04- 24","44,750","45,400","45,650","44,150","12.18M","-1.00%","40.5473","28.6880","286.2149","-257.5269"
"2019- 04- 23","45,200","45,050","45,500","45,000","6.88M","-0.33%","44.0299","137.0866","350.5966","-213.5100"
"2019- 04- 22","45,350","45,400","45,900","45,100","5.90M","0.11%","45.2324","227.6305","403.9742","-176.3437"
"2019- 04- 19","45,300","45,750","46,000","45,250","8.35M","-0.66%","44.7655","324.6137","448.0601","-123.4464"
"2019- 04- 18","45,600","47,200","47,250","45,500","10.83M","-3.08%","46.9978","448.7687","478.9217","-30.1529"
"2019- 04- 17","47,050","47,300","47,600","47,000","5.47M","-0.42%","60.5494","570.1627","486.4599","83.7028"
"2019- 04- 16","47,250","47,400","47,400","46,800","7.62M","0.43%","62.8712","569.1760","465.5342","103.6418"
"2019- 04- 15","47,050","47,150","47,500","47,000","8.72M","0.43%","61.5004","539.2740","439.6237","99.6503"
"2019- 04- 12","46,850","46,050","46,900","46,000","7.65M","1.30%","60.1335","513.6278","414.7112","98.9167"
"2019- 04- 11","46,250","46,700","46,800","46,150","13.62M","-0.96%","55.7580","493.7867","389.9820","103.8047"
"2019- 04- 10","46,700","46,400","46,700","46,050","10.35M","0.11%","60.3726","522.3707","364.0309","158.3399"
"2019- 04- 09","46,650","46,700","46,950","46,200","6.88M","0.00%","60.0314","505.4380","324.4459","180.9921"
"2019- 04- 08","46,650","47,250","47,250","46,150","8.49M","-0.43%","60.0314","481.5648","279.1979","202.3670"
"2019- 04- 05","46,850","46,950","47,550","46,600","8.53M","-0.21%","61.8691","444.0894","228.6061","215.4833"
"2019- 04- 04","46,950","46,150","47,100","46,150","11.44M","0.75%","62.7612","369.4340","174.7353","194.6987"
"2019- 04- 03","46,600","46,750","46,750","45,800","12.00M","1.86%","60.9304","258.5911","126.0606","132.5305"
"2019- 04- 02","45,750","45,550","46,100","45,350","8.90M","1.55%","56.0587","148.9904","92.9280","56.0623"
"2019- 04- 01","45,050","45,200","45,450","44,850","6.79M","0.90%","51.4270","93.4783","78.9124","14.5658"
"2019- 03- 29","44,650","44,500","44,900","44,200","11.00M","-0.45%","48.5494","92.5377","75.2710","17.2667"
"2019- 03- 28","44,850","44,950","45,200","44,300","6.81M","-1.10%","49.9226","130.7184","70.9543","59.7641"
"2019- 03- 27","45,350","44,750","45,600","44,250","9.32M","0.22%","53.4307","157.1860","56.0132","101.1727"
"2019- 03- 26","45,250","45,500","45,700","44,900","9.65M","-0.55%","52.8149","137.7727","30.7201","107.0526"
"2019- 03- 25","45,500","45,300","45,650","44,800","8.68M","-2.26%","54.4875","121.1722","3.9569","117.2153"
"2019- 03- 22","46,550","46,850","47,000","46,250","12.49M","1.53%","62.1654","72.7669","-25.3469","98.1138"
"2019- 03- 21","45,850","44,600","46,250","44,050","21.03M","4.09%","58.5496","-96.9835","-49.8753","-47.1081"
"2019- 03- 20","44,050","43,800","44,200","43,100","9.83M","0.34%","46.2946","-240.9632","-38.0983","-202.8649"
"2019- 03- 19","43,900","43,750","43,900","43,550","7.60M","0.46%","45.0372","-237.9561","12.6179","-250.5740"
"2019- 03- 18","43,700","43,950","44,150","43,450","8.16M","-1.13%","43.3963","-215.3840","75.2614","-290.6454"
"2019- 03- 15","44,200","43,800","44,250","43,700","14.61M","0.80%","46.6278","-163.0773","147.9228","-311.0001"
"2019- 03- 14","43,850","43,700","44,300","43,550","18.02M","0.00%","43.9131","-144.8520","225.6728","-370.5248"
"2019- 03- 13","43,850","44,250","44,450","43,700","8.10M","-1.79%","43.9131","-83.8466","318.3040","-402.1506"
"2019- 03- 12","44,650","44,300","44,950","44,150","10.83M","2.29%","48.8056","-4.7619","418.8417","-423.6036"
"2019- 03- 11","43,650","44,400","44,450","43,650","8.51M","-0.34%","41.2019","14.7936","524.7426","-509.9490"
"2019- 03- 08","43,800","44,450","44,800","43,800","7.70M","-1.46%","42.0723","141.3566","652.2298","-510.8732"
"2019- 03- 07","44,450","43,400","44,950","43,400","10.99M","1.02%","45.9807","285.5681","779.9481","-494.3800"
"2019- 03- 06","44,000","44,000","44,300","43,700","9.95M","-0.56%","42.5498","399.2990","903.5431","-504.2442"
"2019- 03- 05","44,250","44,600","45,100","44,150","10.50M","-1.34%","43.9911","584.4711","1029.6042","-445.1331"
"2019- 03- 04","44,850","46,000","46,100","44,800","12.67M","-0.55%","47.5832","786.8621","1140.8875","-354.0254"
"2019- 02- 28","45,100","46,400","46,500","45,100","23.50M","-3.53%","49.1356","972.6504","1229.3938","-256.7434"
"2019- 02- 27","46,750","47,000","47,250","46,750","7.69M","0.00%","61.4146","1170.1817","1293.5796","-123.3979"
"2019- 02- 26","46,750","47,350","47,450","46,500","7.98M","-1.27%","61.4146","1237.2826","1324.4291","-87.1465"
"2019- 02- 25","47,350","47,400","47,550","47,050","7.46M","0.42%","66.6359","1304.9310","1346.2158","-41.2848"
"2019- 02- 22","47,150","46,500","47,150","46,450","6.67M","0.43%","65.7342","1311.2032","1356.5370","-45.3338"
"2019- 02- 21","46,950","46,500","47,200","46,200","8.45M","0.11%","64.8521","1320.5003","1367.8704","-47.3701"
"2019- 02- 20","46,900","46,750","47,100","46,500","11.22M","2.07%","64.6408","1333.5232","1379.7129","-46.1897"
"2019- 02- 19","45,950","45,850","46,150","45,450","6.73M","-0.54%","60.4456","1335.8394","1391.2604","-55.4210"
"2019- 02- 18","46,200","46,500","46,850","45,850","8.17M","0.33%","62.2504","1416.0926","1405.1156","10.9770"
"2019- 02- 15","46,050","46,750","46,850","45,650","10.54M","-3.05%","61.6118","1472.4726","1402.3714","70.1012"
"2019- 02- 14","47,500","46,600","47,500","46,150","17.12M","2.81%","72.6423","1538.2889","1384.8461","153.4428"
"2019- 02- 13","46,200","46,400","46,700","46,000","11.29M","0.33%","67.8505","1452.2829","1346.4854","105.7975"
"2019- 02- 12","46,050","44,650","46,250","44,650","12.99M","2.33%","67.2357","1453.7476","1320.0360","133.7116"
"2019- 02- 11","45,000","44,500","45,000","44,250","10.23M","0.45%","62.5844","1449.7443","1286.6081","163.1362"
"2019- 02- 08","44,800","45,700","45,700","44,650","12.49M","-3.03%","61.6208","1530.4566","1245.8240","284.6326"
"2019- 02- 07","46,200","46,800","47,100","46,200","15.64M","-0.32%","74.0110","1631.5773","1174.6659","456.9114"
"2019- 02- 01","46,350","46,650","46,950","46,250","13.63M","0.43%","75.5217","1594.3666","1060.4380","533.9285"
"2019- 01- 31","46,150","46,650","47,050","46,150","21.47M","-0.54%","74.8871","1508.4086","926.9559","581.4527"
"2019- 01- 30","46,400","44,800","46,400","44,800","17.06M","1.98%","77.2107","1397.1182","781.5927","615.5255"
"2019- 01- 29","45,500","45,050","45,500","44,350","15.05M","1.00%","74.5733","1209.2949","627.7113","581.5836"
"2019- 01- 28","45,050","45,000","45,500","44,600","17.60M","0.67%","73.1295","1043.6106","482.3154","561.2952"
"2019- 01- 25","44,750","44,300","44,750","43,750","21.94M","3.95%","72.1506","862.7757","341.9916","520.7841"
"2019- 01- 24","43,050","43,050","43,100","42,350","14.17M","2.50%","65.5455","649.9605","211.7956","438.1649"
"2019- 01- 23","42,000","41,350","42,250","41,350","10.38M","-0.36%","60.1210","541.9679","102.2544","439.7136"
"2019- 01- 22","42,150","42,750","42,850","41,850","9.91M","-1.40%","61.4034","503.1560","-7.6740","510.8300"
"2019- 01- 21","42,750","42,700","42,750","41,900","11.34M","1.06%","66.6868","431.0266","-135.3815","566.4081"
"2019- 01- 18","42,300","42,000","42,400","41,950","9.73M","0.83%","64.5633","271.6028","-276.9836","548.5863"
"2019- 01- 17","41,950","41,700","42,100","41,450","11.57M","1.21%","62.8532","109.9876","-414.1301","524.1178"
"2019- 01- 16","41,450","41,150","41,450","40,700","8.48M","0.85%","60.3126","-62.2555","-545.1596","482.9041"
"2019- 01- 15","41,100","40,050","41,100","39,850","11.22M","2.62%","58.4661","-230.2858","-665.8856","435.5998"
"2019- 01- 14","40,050","40,450","40,700","39,850","11.98M","-1.11%","52.2816","-405.7676","-774.7855","369.0180"
"2019- 01- 11","40,500","40,350","40,550","39,950","11.23M","1.76%","55.5748","-516.9349","-867.0400","350.1051"
"2019- 01- 10","39,800","40,000","40,150","39,600","14.33M","0.51%","51.1282","-697.1240","-954.5663","257.4423"
"2019- 01- 09","39,600","38,650","39,600","38,300","16.96M","3.94%","49.7950","-845.6981","-1018.9269","173.2287"
"2019- 01- 08","38,100","38,000","39,200","37,950","12.64M","-1.68%","38.0199","-1002.6680","-1062.2341","59.5660"
"2019- 01- 07","38,750","38,000","38,900","37,800","11.94M","3.47%","41.9819","-1035.7072","-1077.1256","41.4184"
"2019- 01- 04","37,450","37,450","37,600","36,850","13.30M","-0.40%","28.0590","-1128.9941","-1087.4802","-41.5140"
"2019- 01- 03","37,600","38,300","38,550","37,450","12.44M","-2.97%","28.7995","-1099.2768","-1077.1017","-22.1751"
"2019- 01- 02","38,750","39,400","39,400","38,550","7.79M","0.13%","35.4618","-1060.6300","-1071.5579","10.9279"
"2018- 12- 28","38,700","38,250","38,900","38,200","9.72M","1.18%","34.8534","-1112.9661","-1074.2899","-38.6762"
"2018- 12- 27","38,250","38,700","38,800","38,100","10.46M","-0.26%","29.2816","-1158.4865","-1064.6208","-93.8657"
"2018- 12- 26","38,350","38,400","38,750","38,300","12.61M","-1.16%","29.8077","-1153.9182","-1041.1544","-112.7638"
"2018- 12- 24","38,800","38,500","39,050","38,300","9.72M","0.39%","32.2269","-1141.4850","-1012.9635","-128.5216"
"2018- 12- 21","38,650","38,200","38,650","38,100","14.04M","0.00%","30.4805","-1154.8305","-980.8331","-173.9974"
"2018- 12- 20","38,650","38,600","39,100","38,500","10.56M","-1.15%","30.4805","-1139.7938","-937.3337","-202.4601"
"2018- 12- 19","39,100","38,900","39,350","38,850","9.51M","0.51%","32.6573","-1104.0228","-886.7187","-217.3041"
"2018- 12- 18","38,900","38,300","39,200","38,300","10.79M","-0.64%","30.6122","-1088.1257","-832.3927","-255.7330"
"2018- 12- 17","39,150","38,650","39,600","38,650","11.44M","0.51%","31.7307","-1031.6442","-768.4594","-263.1848"
"2018- 12- 14","38,950","40,200","40,200","38,700","18.81M","-2.63%","29.8260","-970.0021","-702.6632","-267.3389"
"2018- 12- 13","40,000","40,650","40,750","40,000","22.70M","-1.11%","34.5213","-856.8516","-635.8285","-221.0231"
"2018- 12- 12","40,450","40,250","40,700","40,150","10.61M","0.50%","36.8285","-806.8762","-580.5727","-226.3035"
"2018- 12- 11","40,250","40,600","40,700","40,200","10.60M","0.12%","35.0367","-777.1713","-523.9968","-253.1745"
"2018- 12- 10","40,200","40,450","40,650","40,000","13.29M","-1.83%","34.6061","-707.5890","-460.7032","-246.8858"
"2018- 12- 07","40,950","40,900","41,400","40,850","11.41M","1.11%","38.1260","-603.3937","-398.9818","-204.4119"
"2018- 12- 06","40,500","40,600","41,100","40,450","14.06M","-2.29%","34.4090","-537.9895","-347.8788","-190.1107"
"2018- 12- 05","41,450","40,900","41,750","40,850","12.03M","-1.66%","39.0020","-400.8665","-300.3511","-100.5154"
"2018- 12- 04","42,150","42,650","42,900","41,900","13.97M","-2.54%","42.9222","-316.7442","-275.2223","-41.5219"
"2018- 12- 03","43,250","42,750","43,400","42,400","11.62M","3.35%","50.2993","-276.0391","-264.8418","-11.1973"
"2018- 11- 30","41,850","43,450","44,000","41,750","19.08M","-3.01%","37.6308","-332.0694","-262.0425","-70.0269"
"2018- 11- 29","43,150","43,850","43,850","42,900","8.44M","0.00%","48.2311","-256.2089","-244.5357","-11.6732"
"2018- 11- 28","43,150","42,800","43,200","42,750","6.86M","0.23%","48.2311","-288.0204","-241.6174","-46.4029"
"2018- 11- 27","43,050","42,900","43,100","42,500","8.15M","1.06%","47.2455","-324.4339","-230.0167","-94.4172"
"2018- 11- 26","42,600","42,150","42,800","42,100","5.96M","0.71%","42.6857","-356.0100","-206.4124","-149.5976"
"2018- 11- 25","42,300","42,250","42,350","42,250","","-0.24%","39.4456","-345.3160","-169.0130","-176.3031"
"2018- 11- 23","42,400","42,450","42,600","41,900","5.18M","-0.12%","40.1481","-296.0984","-124.9372","-171.1612"
"2018- 11- 22","42,450","42,000","42,650","42,000","5.95M","0.83%","40.4829","-239.1538","-82.1469","-157.0069"
"2018- 11- 21","42,100","41,800","42,300","41,800","10.68M","-1.64%","37.0725","-168.0841","-42.8952","-125.1889"
"2018- 11- 20","42,800","42,450","43,000","42,100","9.32M","-1.95%","41.4874","-39.2920","-11.5980","-27.6940"
"2018- 11- 19","43,650","44,050","44,250","43,450","7.50M","-0.34%","47.9222","54.3923","-4.6745","59.0667"
"2018- 11- 18","43,800","44,000","44,000","43,800","","-0.45%","49.1720","86.6309","-19.4411","106.0720"
"2018- 11- 16","44,000","44,600","44,750","43,700","7.75M","-0.56%","50.8126","111.2463","-45.9592","157.2054"
"2018- 11- 15","44,250","44,050","44,350","43,500","5.85M","0.34%","52.8598","120.6827","-85.2605","205.9432"
"2018- 11- 14","44,100","44,500","44,500","43,800","6.56M","-0.90%","51.7774","105.5170","-136.7463","242.2633"
"2018- 11- 13","44,500","43,900","44,500","43,400","9.02M","-1.55%","54.8988","99.8981","-197.3121","297.2102"
"2018- 11- 12","45,200","43,850","45,250","43,700","8.49M","3.20%","60.8609","50.5459","-271.6147","322.1606"
"2018- 11- 11","43,800","43,900","43,900","43,800","","-1.13%","50.9726","-84.4533","-352.1548","267.7015"
"2018- 11- 09","44,300","44,450","44,850","43,900","7.19M","0.57%","55.6339","-112.9875","-419.0802","306.0927"
"2018- 11- 08","44,050","44,900","45,050","44,050","12.32M","0.11%","53.6667","-198.6733","-495.6034","296.9301"
"2018- 11- 07","44,000","43,600","44,500","43,400","11.54M","0.57%","53.2820","-279.6950","-569.8359","290.1409"
"2018- 11- 06","43,750","43,750","43,800","42,950","7.36M","-0.11%","51.4088","-373.9491","-642.3711","268.4220"
"2018- 11- 05","43,800","43,750","43,800","42,900","9.18M","0.23%","51.7945","-463.3577","-709.4766","246.1189"
"2018- 11- 04","43,700","43,800","43,800","43,700","","-1.02%","51.1133","-575.8268","-771.0064","195.1795"
"2018- 11- 02","44,150","43,050","44,250","42,800","16.50M","4.74%","54.3205","-700.8208","-819.8012","118.9804"
"2018- 11- 01","42,150","42,450","42,950","42,150","12.92M","-0.59%","38.3584","-895.9830","-849.5464","-46.4367"
"2018- 10- 31","42,400","42,900","43,350","41,700","16.99M","0.12%","39.9799","-928.4121","-837.9372","-90.4750"
"2018- 10- 30","42,350","41,400","43,000","41,000","14.19M","2.29%","39.5050","-981.7538","-815.3184","-166.4354"
"2018- 10- 29","41,400","40,850","41,950","40,550","13.03M","0.98%","29.6889","-1030.4663","-773.7096","-256.7567"
"2018- 10- 26","41,000","41,100","41,300","40,400","14.00M","0.00%","24.9262","-980.9252","-709.5204","-271.4048"
"2018- 10- 25","41,000","40,600","41,550","40,550","18.58M","-3.64%","24.9262","-862.6975","-641.6692","-221.0282"
"2018- 10- 24","42,550","43,050","43,100","42,250","13.49M","-1.16%","32.2180","-699.2476","-586.4122","-112.8354"
"2018- 10- 23","43,050","43,300","43,450","42,550","9.44M","-1.15%","35.3123","-638.2734","-558.2033","-80.0701"
"2018- 10- 22","43,550","43,450","43,950","43,200","7.79M","0.23%","38.7698","-602.0733","-538.1858","-63.8875"
"2018- 10- 21","43,450","43,400","43,450","43,400","","-1.03%","37.6358","-598.0204","-522.2139","-75.8065"
"2018- 10- 19","43,900","43,900","44,150","43,450","7.78M","-0.34%","40.7927","-573.9672","-503.2623","-70.7049"
"2018- 10- 18","44,050","43,950","44,450","43,700","8.09M","-0.23%","41.8801","-580.7361","-485.5861","-95.1500"
"2018- 10- 17","44,150","44,150","44,500","44,000","8.30M","1.26%","42.5827","-596.2014","-461.7986","-134.4028"
"2018- 10- 16","43,600","43,700","44,150","43,350","6.80M","-0.46%","37.2018","-617.4505","-428.1979","-189.2525"
"2018- 10- 15","43,800","44,050","44,050","43,350","7.19M","-0.45%","38.4175","-579.5909","-380.8848","-198.7061"
"2018- 10- 14","44,000","44,000","44,000","44,000","","0.00%","39.6197","-543.2016","-331.2083","-211.9934"
"2018- 10- 12","44,000","43,200","44,650","43,200","12.37M","2.09%","39.6197","-509.2181","-278.2099","-231.0082"
"2018- 10- 11","43,100","44,000","44,650","43,100","18.87M","-4.86%","31.2747","-458.4361","-220.4579","-237.9782"
"2018- 10- 10","45,300","45,250","45,500","44,500","9.75M","0.78%","45.5706","-295.3151","-160.9633","-134.3518"
"2018- 10- 09","44,950","44,950","44,950","44,950","","0.00%","41.6290","-306.8180","-127.3753","-179.4427"
"2018- 10- 08","44,950","44,200","45,200","44,200","6.57M","0.56%","41.6290","-281.4008","-82.5147","-198.8861"
"2018- 10- 07","44,700","44,700","44,700","44,700","","0.00%","38.9040","-244.8660","-32.7931","-212.0728"
"2018- 10- 05","44,700","44,800","45,500","44,550","10.51M","0.00%","38.9040","-169.2180","20.2251","-189.4431"
"2018- 10- 04","44,700","45,150","45,600","44,700","11.34M","-2.19%","38.9040","-70.2024","67.5858","-137.7882"
"2018- 10- 03","45,700","45,700","45,700","45,700","","0.00%","45.7430","57.1986","102.0329","-44.8342"
"2018- 10- 02","45,700","46,450","46,700","45,700","6.34M","-1.40%","45.7430","117.1586","113.2414","3.9171"
"2018- 10- 01","46,350","46,450","46,800","45,800","6.31M","-0.22%","50.7423","191.9851","112.2622","79.7229"
"2018- 09- 30","46,450","46,450","46,450","46,450","","0.00%","51.5471","218.5166","92.3314","126.1852"
"2018- 09- 28","46,450","47,250","47,250","46,300","10.81M","-2.21%","51.5471","239.0203","60.7851","178.2351"
"2018- 09- 27","47,500","46,950","47,500","46,450","15.26M","0.21%","60.1901","261.7137","16.2264","245.4874"
"2018- 09- 26","47,400","47,400","47,400","47,400","","0.00%","59.5909","179.9630","-45.1455","225.1084"
"2018- 09- 21","47,400","46,550","47,550","46,550","14.39M","0.32%","59.5909","83.1835","-101.4226","184.6061"
"2018- 09- 20","47,250","46,850","47,600","46,400","13.40M","2.38%","58.7887","-41.5523","-147.5741","106.0218"
"2018- 09- 19","46,150","46,000","46,200","45,700","9.26M","1.43%","52.3462","-184.8834","-174.0796","-10.8038"
"2018- 09- 18","45,500","44,950","45,900","44,700","8.97M","0.78%","47.8752","-253.1368","-171.3786","-81.7582"
"2018- 09- 17","45,150","45,550","45,800","44,900","8.10M","-1.53%","45.3095","-270.3891","-150.9390","-119.4501"
"2018- 09- 16","45,850","45,850","45,850","45,850","","0.00%","49.8680","-252.8400","-121.0765","-131.7635"
"2018- 09- 14","45,850","45,000","45,850","44,900","12.03M","4.09%","49.8680","-298.0361","-88.1357","-209.9005"
"2018- 09- 13","44,050","44,550","44,750","44,000","17.93M","-1.12%","35.4745","-351.3877","-35.6605","-315.7271"
"2018- 09- 12","44,550","44,900","45,100","44,500","11.17M","-1.11%","38.3117","-231.0998","43.2712","-274.3710"
"2018- 09- 11","45,050","45,550","45,900","45,050","7.81M","-0.99%","41.3853","-125.1164","111.8640","-236.9804"
"2018- 09- 10","45,500","45,450","45,550","45,000","7.87M","1.34%","44.3593","-38.9323","171.1091","-210.0414"
"2018- 09- 09","44,900","44,900","44,900","44,900","","0.00%","38.9253","25.8181","223.6195","-197.8013"
"2018- 09- 07","44,900","44,500","45,200","44,400","17.73M","-2.60%","38.9253","169.1785","273.0698","-103.8913"
"2018- 09- 06","46,100","46,200","46,400","45,800","8.57M","-1.07%","46.8088","349.6978","299.0426","50.6552"
"2018- 09- 05","46,600","47,300","47,450","46,400","9.10M","-2.20%","50.7885","452.8377","286.3788","166.4588"
"2018- 09- 04","47,650","47,550","47,800","47,200","6.61M","0.42%","60.8823","526.9858","244.7641","282.2217"
"2018- 09- 03","47,450","48,200","48,300","47,300","7.91M","-2.06%","59.4572","507.0515","174.2087","332.8428"
"2018- 09- 02","48,450","48,450","48,450","48,450","","0.00%","71.5618","494.5964","90.9980","403.5985"
"2018- 08- 31","48,450","47,100","48,450","47,000","13.51M","1.68%","71.5618","369.6869","-9.9017","379.5886"
"2018- 08- 30","47,650","46,950","47,950","46,700","12.16M","1.82%","66.9157","204.8796","-104.7988","309.6784"
"2018- 08- 29","46,800","46,750","46,800","46,400","5.50M","0.54%","60.5582","73.0001","-182.2184","255.2185"
"2018- 08- 28","46,550","46,800","46,950","46,300","7.23M","0.54%","58.3736","-9.8424","-246.0230","236.1806"
"2018- 08- 27","46,300","46,100","46,550","46,000","5.11M","0.33%","56.1166","-89.9820","-305.0682","215.0862"
"2018- 08- 26","46,150","46,150","46,150","46,150","","0.00%","54.7496","-165.5058","-358.8397","193.3340"
"2018- 08- 24","46,150","45,900","46,400","45,550","6.44M","-0.11%","54.7496","-244.2216","-407.1732","162.9517"
"2018- 08- 23","46,200","46,150","46,200","45,700","6.60M","0.22%","55.2442","-341.1392","-447.9112","106.7720"
"2018- 08- 22","46,100","45,150","46,200","44,900","11.63M","2.90%","54.4805","-464.9702","-474.6041","9.6339"
"2018- 08- 21","44,800","43,700","44,900","43,700","9.47M","2.17%","42.6724","-606.0786","-477.0126","-129.0660"
"2018- 08- 20","43,850","43,500","44,200","43,500","7.20M","-0.57%","30.4253","-645.0049","-444.7461","-200.2588"
"2018- 08- 19","44,100","44,100","44,100","44,100","","0.00%","32.1011","-588.5799","-394.6814","-193.8984"
"2018- 08- 17","44,100","44,050","44,400","44,050","6.54M","-0.34%","32.1011","-533.4544","-346.2068","-187.2475"
"2018- 08- 16","44,250","43,800","44,650","43,700","10.07M","-1.99%","33.0426","-455.3349","-299.3950","-155.9399"
"2018- 08- 15","45,150","45,150","45,150","45,150","","0.00%","39.4970","-364.2756","-260.4100","-103.8657"
"2018- 08- 14","45,150","44,850","45,400","44,850","6.37M","0.22%","39.4970","-334.3888","-234.4436","-99.9452"
"2018- 08- 13","45,050","44,950","45,100","44,650","9.78M","-0.77%","38.3431","-291.3784","-209.4573","-81.9211"
"2018- 08- 12","45,400","45,400","45,400","45,400","","0.00%","40.8767","-222.0615","-188.9770","-33.0845"
"2018- 08- 10","45,400","46,150","46,400","44,850","16.53M","-3.20%","40.8767","-165.9943","-180.7059","14.7116"
"2018- 08- 09","46,900","47,000","47,050","46,450","11.40M","0.21%","54.0820","-92.0177","-184.3838","92.3661"
"2018- 08- 08","46,800","47,000","47,000","46,550","6.37M","0.21%","53.1449","-148.9855","-207.4753","58.4898"
"2018- 08- 07","46,700","46,300","46,750","45,900","9.02M","1.97%","52.2399","-209.3482","-222.0977","12.7496"
"2018- 08- 06","45,800","46,150","46,150","45,750","6.70M","0.11%","43.0466","-273.1661","-225.2851","-47.8810"
"2018- 08- 05","45,750","45,750","45,750","45,750","","0.00%","42.4754","-259.0113","-213.3149","-45.6964"
"2018- 08- 03","45,750","45,850","45,900","45,450","7.44M","0.44%","42.4754","-232.0862","-201.8908","-30.1954"
"2018- 08- 02","45,550","46,550","46,800","45,500","7.93M","-2.15%","40.4142","-194.3442","-194.3419","-0.0023"
"2018- 08- 01","46,550","46,050","46,850","46,050","7.09M","0.65%","48.4792","-122.9813","-194.3414","71.3601"
"2018- 07- 31","46,250","46,200","46,450","46,000","7.59M","-0.54%","45.4465","-131.9256","-212.1814","80.2558"
"2018- 07- 30","46,500","46,550","46,800","46,350","5.52M","-0.85%","47.6154","-110.8774","-232.2453","121.3679"
"2018- 07- 29","46,900","46,900","46,900","46,900","","0.00%","51.2490","-107.8541","-262.5873","154.7332"
"2018- 07- 27","46,900","46,450","47,000","46,450","4.75M","0.00%","51.2490","-143.1537","-301.2706","158.1169"
"2018- 07- 26","46,900","46,100","47,000","46,000","7.34M","1.63%","51.2490","-186.1266","-340.7998","154.6732"
"2018- 07- 25","46,150","46,250","46,550","45,900","7.21M","0.00%","44.9413","-238.2683","-379.4681","141.1998"
"2018- 07- 24","46,150","46,350","46,600","45,950","7.92M","-0.75%","44.9413","-224.9908","-414.7680","189.7773"
"2018- 07- 23","46,500","47,100","47,200","46,150","10.81M","-2.00%","47.4096","-204.7712","-462.2124","257.4412"
"2018- 07- 22","47,450","47,450","47,450","47,450","","0.00%","55.0267","-211.6215","-526.5727","314.9511"
"2018- 07- 20","47,450","47,000","47,600","46,700","10.23M","1.17%","55.0267","-314.0142","-605.3104","291.2962"
"2018- 07- 19","46,900","47,050","47,200","46,600","9.70M","0.75%","51.1052","-440.1370","-678.1345","237.9975"
"2018- 07- 18","46,550","46,700","47,200","46,450","10.88M","1.53%","48.4490","-538.7136","-737.6339","198.9203"
"2018- 07- 17","45,850","46,150","46,200","45,600","8.76M","-0.43%","42.6644","-621.0610","-787.3639","166.3030"
"2018- 07- 16","46,050","46,800","46,800","46,000","7.54M","-0.97%","43.9735","-645.8598","-828.9397","183.0799"
"2018- 07- 15","46,500","46,500","46,500","46,500","","0.00%","46.9856","-688.4815","-874.7097","186.2282"
"2018- 07- 13","46,500","45,800","46,500","45,750","10.96M","2.20%","46.9856","-778.6861","-921.2667","142.5806"
"2018- 07- 12","45,500","45,900","46,250","45,450","11.78M","-1.09%","38.9764","-882.4936","-956.9119","74.4182"
"2018- 07- 11","46,000","46,400","46,450","45,400","10.82M","-0.65%","41.9165","-900.3354","-975.5164","75.1810"
"2018- 07- 10","46,300","46,200","46,550","46,100","9.27M","1.54%","43.7555","-960.9212","-994.3117","33.3904"
"2018- 07- 09","45,600","45,500","46,100","45,200","11.59M","1.56%","37.8476","-1054.8192","-1002.6593","-52.1600"
"2018- 07- 08","44,900","44,900","44,900","44,900","","0.00%","31.1304","-1088.0517","-989.6193","-98.4324"
"2018- 07- 06","44,900","45,500","45,850","44,650","17.78M","-2.29%","31.1304","-1043.3694","-965.0112","-78.3583"
"2018- 07- 05","45,950","46,100","46,550","45,600","6.91M","-0.65%","36.1890","-971.1624","-945.4216","-25.7408"
"2018- 07- 04","46,250","46,700","47,050","46,050","8.13M","0.22%","37.8194","-971.7830","-938.9864","-32.7966"
"2018- 07- 03","46,150","45,750","46,450","45,750","10.43M","1.32%","36.9401","-988.9855","-930.7873","-58.1982"
"2018- 07- 02","45,550","46,500","47,150","45,500","12.75M","-2.36%","31.5463","-986.3752","-916.2377","-70.1374"
"2018- 06- 29","46,650","46,250","47,150","46,200","13.69M","-0.32%","36.9226","-907.6052","-898.7034","-8.9018"
